"Name","School","Rating"
"Denim DeShields","Mississippi State Bulldogs",75.3
"Ciara Croker","Marist Red Foxes",75.3
"Jana El Alfy","UConn Huskies",75.3
"Nykesha Sanders","East Texas A&M Lions",75.3
"Logan Nissley","Nebraska Cornhuskers",75.3
"Trinity Rowe","Southern Miss Lady Eagles",75.3
"Kha'Niya Evans","Bryant & Stratton Bobcats",75.3
"Tea Murray","Haskell Jayhawks",75.3
"Ni'Kiah Chesterfield","Tusculum Pioneers",75.3
"Maud Huijbens","Gonzaga Bulldogs",75.2
"Olivia Westphal","Eastern Michigan Eagles",75.2
"Kyanna Morgan","Arkansas State Red Wolves",75.2
"Bree Hall","South Carolina Gamecocks",75.2
"Lexi Rubel","UT Martin Skyhawks",75.2
"Natalie Johnson","St. Francis (PA) Red Flash",75.2
"Emma Theodorsson","Loyola Chicago Ramblers",75.2
"London Gamble","Northern Colorado Bears",75.2
"Emma Pavelek","Point Park Pioneers",75.2
"Melody Martinez","Sul Ross State Lobos",75.2
"Promise Keshi","Stetson Hatters",75.2
"Alline Ballard","Cal Lutheran Kingsmen",75.2
"Ella Collier","Purdue Boilermakers",75.2
"Eli Clark","Le Moyne Dolphins",75.2
"Fortuna Ngnawo","Troy Trojans",75.2
"Kearra Jones","Mississippi Valley State Devilettes",75.2
"Carmen Richardson","East Tennessee State Bucs",75.2
"Brinyia Rolax","Fort Lauderdale Eagles",75.2
"Mallory McDermott","Western Illinois Leathernecks",75.1
"Kay Kay Green","Charlotte 49ers",75.1
"Sydney Jaynes","Butler Bulldogs",75.1
"Sydney-James Desroches","Eastern Illinois Panthers",75.1
"A'riel Jackson","Cincinnati Bearcats",75.1
"Gabby Anderson","Harvard Crimson",75.1
"Bella Finnegan","Indiana State Sycamores",75.1
"Krystina Hagood","Colorado-Colorado Springs Mountain Lions",75.1
"Tegan Young","Manhattan Jaspers",75.1
"Ava Gugliuzza","SIU Edwardsville Cougars",75.1
"Yasminah White","Saint Elizabeth Eagles",75.1
"Jenna Brooks","Bob Jones Bruins",75.1
"Addy Self","UT Dallas Comets",75.1
"Mya Murray","Robert Morris Colonials",75
"Patience Williams","Georgia State Panthers",75
"Rebekah Gordon","South Carolina Upstate Spartans",75
"Erin Maguire","Houston Christian Huskies",75
"Mikayla Aumer","North Dakota Fighting Hawks",75
"Claire O'Connor","Gonzaga Bulldogs",75
"Selina Monestime","Central Connecticut Blue Devils",75
"Elle Blatchford","Gardner-Webb Runnin' Bulldogs",75
"Abby Krzewinski","North Dakota State Bison",75
"Olivia Kulyk","NJIT Highlanders",75
"Alyssa Sand","St. Thomas-Minnesota Tommies",75
"Sarah Hughes","Bates College Bobcats",75
"Angelina Donato","Mount Saint Mary (NY) Knights",75
"Evan Miller","UNC Wilmington Seahawks",74.9
"Kate Dennis","Ohio Bobcats",74.9
"Ky Dempsey-Toney","UIC Flames",74.9
"Zoe Nelson","UT Arlington Mavericks",74.9
"Amaya Williams","Central Connecticut Blue Devils",74.9
"Marta Morales Romero","Providence Friars",74.9
"Alexus Motley","Mount Marty College Lancers",74.9
"Coryn Watts","Denver Pioneers",74.9
"Kailee Meeker","Wisconsin-La Crosse Eagles",74.9
"Mckenzie Bestor","Ripon College Red Hawks",74.9
"Jayme Horan","Creighton Bluejays",74.8
"Erica Adams","Cal State Northridge Matadors",74.8
"Aaliyah Moore","Omaha Mavericks",74.8
"Ivet Subirats","Florida A&M Rattlers",74.8
"Kiayra Ellis","McNeese Cowgirls",74.8
"Alaina Nettles","Charleston Southern Buccaneers",74.8
"Clarke Jackson","Cornell Big Red",74.8
"Bineta Diatta","Florida International Panthers",74.8
"Kirsten Watt","Lees-McRae Bobcats",74.8
"Dani Carnegie","Georgia Tech Yellow Jackets",74.8
"Allison Deberry","Evergreen State Geoducks",74.8
"Shateah Wetering","Northern Iowa Panthers",74.7
"Casey Santoro","Florida Gulf Coast Eagles",74.7
"Bre'Yon White","Wichita State Shockers",74.7
"Amy Cotton","Houston Christian Huskies",74.7
"Kayla Schroeder","Park University Gilbert Buccaneers",74.7
"Elena Pericic","App State Mountaineers",74.7
"Keshunti Nichols","Charleston Southern Buccaneers",74.7
"Maraja Pass","Elon Phoenix",74.7
"Camryn Poole","Asbury Eagles",74.7
"E'Laijah Brown","Edward Waters Tigers",74.7
"Misti Zempel","Mayville State Comets",74.7
"Maddie Burke","Villanova Wildcats",74.6
"Gabby Hutcherson","Duquesne Dukes",74.6
"Taleah Washington","Wagner Seahawks",74.6
"Ali Brigham","Bryant Bulldogs",74.6
"Halee Smith","Lafayette Leopards",74.6
"Kaylen Nelson","Bradley Braves",74.6
"Carly Heidger","Loyola Marymount Lions",74.6
"Kira Chivers","Loyola Chicago Ramblers",74.6
"Carmen Yanez","UMBC Retrievers",74.6
"Samiya Steele","Jacksonville State Gamecocks",74.6
"Maria Konstantinidou","Fresno State Bulldogs",74.6
"Jadyn Wooten","Oklahoma State Cowgirls",74.6
"Amelia Mackey","Brescia Bearcats",74.6
"Haylee Johnson","Eastern Oregon Mountaineers",74.6
"Chloe Deharo","Northwest Nazarene Nighthawks",74.6
"DeeDee Hagemann","Memphis Tigers",74.5
"Kamryn Jones","Louisiana Ragin' Cajuns",74.5
"Ajia James","North Carolina A&T Aggies",74.5
"Kyla Jones","Northwestern Wildcats",74.5
"Saga Ukkonen","Fresno State Bulldogs",74.5
"Brianna Williams","Le Moyne Dolphins",74.5
"Alex Buckley","Bethesda University Flames",74.5
"Macie Taylor","Wright State Raiders",74.5
"Rachel Cockman","Western Colorado Mountaineers",74.5
"Cire Worley","Coppin State Eagles",74.5
"Amiyah Barrow","Centenary (LA) Gentlemen",74.5
"Cherrel Dorton","Arkansas Baptist Buffaloes",74.5
"Natalie Magallnes","Western New Mexico Mustangs",74.5
"Cydney Wright","Sewanee Tigers",74.5
"Jermany Mapp","Queens University Royals",74.4
"Kendall Folley","East Tennessee State Bucs",74.4
"Jaylen Ponder","Coastal Carolina Chanticleers",74.4
"Madison Ruff","Mount St. Mary's Mountaineers",74.4
"Isabella Palmqvist","Southern Illinois Salukis",74.4
"Talia Harris","Mercer Bears",74.4
"Grace Stapleton","Indiana-Southeast Grenadiers",74.4
"Kristin Vieselmeyer","Concordia Nebraska Bulldogs",74.4
"Aalyssa Rogers","Virginia-Lynchburg Dragons",74.4
"Amaya Oliver","Temple Owls",74.3
"Nubia Benedith","Louisiana Ragin' Cajuns",74.3
"Emily Klaczek","Rice Owls",74.3
"Makayla Firebaugh","Radford Highlanders",74.3
"Rose Caso","Merrimack Warriors",74.3
"Tyrielle Williams","McNeese Cowgirls",74.3
"Marlie Dickerson","Niagara Purple Eagles",74.3
"Tessa Johnson","South Carolina Gamecocks",74.3
"Nya Valentine","UL Monroe Warhawks",74.3
"Edessa Noyan","Virginia Cavaliers",74.3
"Olivia Young","Brown Bears",74.3
"Laynee Torres-Kahapea","Portland State Vikings",74.3
"Zya Vann","Oklahoma Sooners",74.3
"Linda Amaning","Saint Peter's Peacocks",74.3
"Natalia Martinez","San Diego State Aztecs",74.3
"Yuting Deng","Auburn Tigers",74.3
"Brooklynn Miles","Pittsburgh Panthers",74.2
"Danyel Middleton","UIC Flames",74.2
"Tamera Johnson","Penn State Lady Lions",74.2
"Kaiya Creek","Howard Bison",74.2
"Nikki Tom","UC Irvine Anteaters",74.2
"Callie Cooper","Grand Canyon Lopes",74.2
"Kristynn Knight","Coker Cobras",74.2
"Alexis Smith","Davis & Elkins Senators",74.2
"Madilyn Dogs","NJIT Highlanders",74.2
"Hannah Kohn","Clemson Tigers",74.2
"Blessing King","Marshall Thundering Herd",74.2
"Nevaeh Ferrara Horne","North Dakota Fighting Hawks",74.2
"Grace O'Gara","West Georgia Wolves",74.2
"Shariah Gailes","Canisius Golden Griffins",74.2
"Kaydn Mew","La Sierra Golden Eagles",74.2
"Kelly Tumlin","Cal State Northridge Matadors",74.2
"Jazmine Soto","Hawai'i Hilo Vulcans",74.2
"Aicha Coulibaly","Texas A&M Aggies",74.1
"Jayla Oden","Penn State Lady Lions",74.1
"Trinity Williams","NJIT Highlanders",74.1
"Amhyia Moreland","New Mexico Lobos",74.1
"Zy'Nyia White","Alcorn State Lady Braves",74.1
"Aubrie Rademacher","Montana Tech Orediggers",74.1
"Ciante Downs","UL Monroe Warhawks",74.1
"Izzy Sullivan","Nevada Wolf Pack",74.1
"Zeynep Ozel","Dartmouth Big Green",74.1
"Shelby Ricks","Bowie State Bulldogs",74.1
"Shannon Niles","Kentucky State Thorobreds",74.1
"Brayli Reimer","Crown College Storm",74.1
"Abby Fleetwood","IU Columbus Crimson Pride",74.1
"Loren Christie","Xavier Musketeers",74
"CeCe Thomas","Hampton Lady Pirates",74
"Mara Neira","App State Mountaineers",74
"Zoli Khalil","VCU Rams",74
"Amira Brown","San José State Spartans",74
"Karlee White","Harvard Crimson",74
"Delma Zita","UTEP Miners",74
"Haley Franklin","Millsaps Majors",74
"Alyssa Staten","Northeastern Huskies",74
"Zyriah Price","Siena Saints",74
"Krista Andersen","Stanislaus State Warriors",74
"Ava Arias","Carnegie Mellon Tartans",74
"Ariyah Smith","Cal State East Bay Pioneers",74
"Natalija Marshall","Miami Hurricanes",73.9
"Andrea Jovicevic","Jessup University Warriors",73.9
"Sidney McCrea","Northern Illinois Huskies",73.9
"Isys Grady","Robert Morris Colonials",73.9
"Maddie Brillhart","Cumberland (TN) Bulldogs",73.9
"Ni'Rah Clark","Akron Zips",73.9
"Maria Rodriguez","College Of Biblical Studies Ambassadors",73.9
"Jodi Mullins","Southeastern Fires",73.9
"Aliah McWhorter","Ohio Bobcats",73.8
"Tiasia McMillan","Stetson Hatters",73.8
"Brooklyn Rewers","Hawai'i Rainbow Wahine",73.8
"Lisa Tesson","Central Michigan Chippewas",73.8
"Ines Bettencourt","Gonzaga Bulldogs",73.8
"Sierra Godbolt","Samford Bulldogs",73.8
"Laila Anderson","Elon Phoenix",73.8
"Jenna Villa","Washington State Cougars",73.8
"Gabby Moore","Bellevue University Bruins",73.8
"Janiah Barker","UCLA Bruins",73.8
"Aniyah Offutt","Life University Running Eagles",73.8
"Breonna Martinez","La Sierra Golden Eagles",73.8
"Elisabeth Peebles","Johns Hopkins University Blue Jays",73.8
"Romi Levy","South Florida Bulls",73.7
"Jada Donaldson","Milwaukee Panthers",73.7
"Amiah Simmons","San José State Spartans",73.7
"Olivia Moore","Seattle U Redhawks",73.7
"Walker Demers","North Dakota Fighting Hawks",73.7
"Ella Brubaker","Pepperdine Waves",73.7
"Aysia Hinton","North Carolina Central Eagles",73.7
"Jaeden Brown","Southern Utah Thunderbirds",73.7
"Amy Jackson","Cleary University Cougars",73.7
"Elsa Lemmila","Ohio State Buckeyes",73.7
"Miah Meyer","Green Bay Phoenix",73.7
"Taylor Gordon","Jarvis Christian Bulldogs",73.7
"Lauryn Scalice","Nelson Lions",73.7
"Sage Bridges-Bey","San Francisco State Gators",73.7
"Katie Beyer","Valparaiso Beacons",73.6
"Trinity White","Murray State Racers",73.6
"Bre Sutton","Southern Miss Lady Eagles",73.6
"Soniyah Reed","Southern Jaguars",73.6
"Ravyn Ellis","St. Thomas (TX) Celts",73.6
"Charnita Brooks","Blue Mountain College Toppers",73.6
"Kennedi Perkins","Marquette Golden Eagles",73.6
"Ashtyn Arnold","Bellevue University Bruins",73.6
"Kendall Eddy","Holy Cross Crusaders",73.6
"Arianna Jackson","Iowa State Cyclones",73.6
"Erin Woodson","Abilene Christian Wildcats",73.6
"Mariana Espinosa","LeTourneau Yellow Jackets",73.6
"Julia Plata","Our Lady Of The Lake Saints",73.6
"CeCe Legaspi","California Baptist Lancers",73.6
"Dayana Mendes","Washington State Cougars",73.6
"Demetria Prewitt","Central Michigan Chippewas",73.6
"Mallorie Haines","Davidson Wildcats",73.5
"Saniah Caldwell","Pennsylvania Quakers",73.5
"Tess Myers","Wisconsin Badgers",73.5
"Emma Boslet","Saint Joseph's Hawks",73.5
"Lana Wenger","Portland State Vikings",73.5
"Reagan Bass","Purdue Boilermakers",73.5
"Mya Williams","Georgia State Panthers",73.5
"Sophie Swanson","Purdue Boilermakers",73.5
"Mimi McCollister","Arkansas State Red Wolves",73.5
"Makiah Asidanya","UNC Greensboro Spartans",73.5
"Kendal Zeiter","UW-Parkside Rangers",73.5
"Faith Fedd-Robinson","Toledo Rockets",73.5
"Jala Morgan","Paine Lions",73.5
"Raegyn Conley","Wake Forest Demon Deacons",73.4
"Sylena Peterson","New Mexico State Aggies",73.4
"Liisa Taponen","Akron Zips",73.4
"Sauda Ntaconayigize","Lafayette Leopards",73.4
"Jessica Grant","UC Santa Barbara Gauchos",73.4
"Louis Volker","George Mason Patriots",73.4
"Mia Woolfolk","Georgia Lady Bulldogs",73.4
"Chloe Mann","Cincinnati Bearcats",73.4
"Jasmine Pierce","Saint Elizabeth Eagles",73.4
"Bailey Stewart","Alice Lloyd College Eagles",73.4
"Natalie Rauwolf","Ripon College Red Hawks",73.4
"Megan Harkey","Pepperdine Waves",73.3
"Tamia Ugass","Kansas City Roos",73.3
"Mireia Yespes","McNeese Cowgirls",73.3
"Semaya Turner","Towson Tigers",73.3
"Molly Moffitt","UAB Blazers",73.3
"Jasmine Payne","East Texas A&M Lions",73.3
"Katie Criswell","North Alabama Lions",73.3
"Mackenzie Chatfield","Western Kentucky Lady Toppers",73.3
"Azyah Newson-Cole","IU Indianapolis Jaguars",73.3
"Kiki Smith","Arkansas Razorbacks",73.3
"Wakiryah Daniels","Delta State Statesmen",73.3
"Chandler Duncan","Defiance Yellow Jackets",73.3
"Kenna Gibson","St. Thomas (TX) Celts",73.3
"Shelby Calhoun","Stetson Hatters",73.2
"Kristian Young","UIC Flames",73.2
"Jess Finney","Loyola Chicago Ramblers",73.2
"Raven Thompson","Clemson Tigers",73.2
"Tessa Chaney","Utah Valley Wolverines",73.2
"Tess Heal","Stanford Cardinal",73.2
"Shelby Fiddler","Presbyterian Blue Hose",73.2
"Sara Lewis","George Washington Revolutionaries",73.2
"Kaylah Turner","Temple Owls",73.2
"Saige Stahl","Indiana State Sycamores",73.2
"Gracyn Hall","Emory & Henry Wasps",73.2
"Ines Sotelo","Michigan State Spartans",73.2
"Allison Clarke","Loyola Marymount Lions",73.2
"Brynn Lusby","Incarnate Word Cardinals",73.2
"Que Huffman","Miami (OH)-Hamilton Harriers",73.2
"Danyell Booker","Tusculum Pioneers",73.2
"Jada Malone","Texas A&M Aggies",73.1
"Nyamer Diew","Colorado Buffaloes",73.1
"Tamia Jones","Wake Forest Demon Deacons",73.1
"Mykah Anderson","West Georgia Wolves",73.1
"Kailee Mulkey","Texas Lutheran Bulldogs",73.1
"Chynell Mitchell","UT Rio Grande Valley Vaqueros",73.1
"Najah Lane","Delaware State Hornets",73.1
"Marina Radocaj","Pacific Tigers",73.1
"Payton Rechlicz","Milwaukee Panthers",73.1
"Aliya McIver","Rider Broncs",73.1
"Olivia Tucker","Campbell Fighting Camels",73.1
"Lily Carmody","Butler Bulldogs",73.1
"Jamisyn Stinson","North Florida Ospreys",73.1
"Kiki Roberts","Tennessee State Lady Tigers",73.1
"Jaelyn Morrison","Western New Mexico Mustangs",73.1
"Jacelyn Starks","IU Columbus Crimson Pride",73.1
"Aaliyah Ringold","Thomas (GA) Night Hawks",73.1
"Jess Bickart","Allegheny Gators",73.1
"Faith Burch","Youngstown State Penguins",73
"MJ Bruno","Montana Lady Griz",73
"Jo Oly","Houston Christian Huskies",73
"Lina Pagan","Bluefield University Ramblin' Rams",73
"Kenadie Lee","Berry Vikings",73
"Sole Williams","Texas A&M Aggies",73
"Shun'teria Anumele","Saint Louis Billikens",73
"Madison Torres","Life Pacific Warriors",73
"Lena Newby","St. Mary's (TX) Rattlers",73
"Olivia Falvey","Sewanee Tigers",73
"Ashlyn Jones","Louisiana Ragin' Cajuns",72.9
"Kennedy Cambridge","Ohio State Buckeyes",72.9
"Lilly Meister","Indiana Hoosiers",72.9
"Sydney Harris","Iowa State Cyclones",72.9
"Ava Hawthorne","Drake Bulldogs",72.9
"Kayla Gordon","Cumberland (TN) Bulldogs",72.9
"Zakiya Stephenson","James Madison Dukes",72.9
"Abbey Lindsey","UMass Lowell River Hawks",72.9
"Toree Jackson","Harris-Stowe State Hornets",72.9
"Ka'Miah Pryor","Cedarville Yellow Jackets",72.9
"Kamaria Murray","Oakwood Ambassadors",72.9
"Maddi Cluse","Clemson Tigers",72.8
"Kailyn Gilbert","LSU Tigers",72.8
"Belen Morales Lopez","New Hampshire Wildcats",72.8
"Kiley Capstraw","Yale Bulldogs",72.8
"Taryn Wharton","Northern Iowa Panthers",72.8
"Deivejon Harris","Texas Southern Tigers",72.8
"Mariyah Person","Cumberland (TN) Bulldogs",72.8
"Samantha Oase","Dickinson State (ND) Blue Hawks",72.8
"Chantelle Stuart","Furman Paladins",72.8
"Grace Ann Rose","Faulkner Eagles",72.8
"Diamond Moore-Heath","Clinton College Golden Bears",72.8
"Anisha Chintala","Carnegie Mellon Tartans",72.8
"Annie Ramil","Samford Bulldogs",72.7
"Laura Nogues","American University Eagles",72.7
"Jocelyn Janda","Hiram Terriers",72.7
"Madison Greene","Vanderbilt Commodores",72.7
"Jada Tiggett","North Carolina Central Eagles",72.7
"Regan Atkins","Slippery Rock The Rock",72.7
"Comari Mitchell","Jacksonville Dolphins",72.7
"Crystal Schultz","Prairie View A&M Lady Panthers",72.7
"Amani Coursey","Cheyney (PA) Wolves",72.7
"Kalla Bertram","Black Hills State Yellow Jackets",72.7
"Mia Wilson","Christopher Newport University Captains",72.7
"Anya Poole","Clemson Tigers",72.6
"Peyton Scott","Oregon Ducks",72.6
"Natalie Leuzinger","Wisconsin Badgers",72.6
"A'Niya Young","Fisk Bulldogs",72.6
"Timea Gardiner","UCLA Bruins",72.6
"Sara Wohlgemuth","North Alabama Lions",72.6
"Saniya Jones","Charleston Southern Buccaneers",72.6
"Maddie Vejsicky","Akron Zips",72.6
"Jasmine Brown-Hagger","Illinois Fighting Illini",72.6
"Molly Lenz","North Dakota State Bison",72.6
"Larken Hoar","Park University Gilbert Buccaneers",72.6
"Rahkhia Mack","Southern Wesleyan Warriors",72.6
"Mackenzie Blackford","Duquesne Dukes",72.6
"Cha Gardner","Stephen F. Austin Ladyjacks",72.6
"Nina Solomon","Fort Lauderdale Eagles",72.6
"Jayla Dendy","Paine Lions",72.6
"Tracey Bershers","UAB Blazers",72.5
"Talia Davis","UMBC Retrievers",72.5
"Kendall McGruder","Fairfield Stags",72.5
"Alexis Durham","Mount Olive Trojans",72.5
"Cheyenne Rowe","UTSA Roadrunners",72.5
"Nikola Zdenkova","Saint Peter's Peacocks",72.5
"Elise Hill","Tulsa Golden Hurricane",72.5
"Frances Ulysse","Longwood Lancers",72.5
"Erika Aspajo","Cal State Northridge Matadors",72.5
"Emily Wilson","Johnson University (TN) Royals",72.5
"Katie Vasecka","South Dakota State Jackrabbits",72.5
"Jacy Reese","Jarvis Christian Bulldogs",72.5
"Hali Savela","Jamestown Jimmies",72.5
"Sakhmet Lewis","Old Westbury Panthers",72.5
"Mallory Bruce","Coastal Carolina Chanticleers",72.4
"Alexis Andrews","Charlotte 49ers",72.4
"Aryss Macktoon","La Salle Explorers",72.4
"Bree Robinson","James Madison Dukes",72.4
"Monet Dance","William & Mary Tribe",72.4
"Candice Lienafa","Davidson Wildcats",72.4
"Cyanne Coe","Fairfield Stags",72.4
"Rakia Lee","Texas College Steers",72.4
"Mackenzie Carter","Arkansas Baptist Buffaloes",72.4
"Caitlyn Corley","Sul Ross State Lobos",72.4
"Kyrah Davis","Johnson & Wales (NC) Wildcats",72.4
"Tierra Sylvas","Southern-New Orleans Knights",72.4
"Ava Ryncarz","John Carroll Blue Streaks",72.4
"Jamia Hazell","James Madison Dukes",72.3
"Ola Ustowska","Wyoming Cowgirls",72.3
"Grace Thybulle","Yale Bulldogs",72.3
"Lauren Huber","Holy Cross Crusaders",72.3
"Ruba Abo Hashesh","Bradley Braves",72.3
"Shaunice Reed","South Carolina State Lady Bulldogs",72.3
"McKeeley Tonkin","Warner Pacific Knights",72.3
"Paris Atuahene","Emmanuel (MA) Lions",72.3
"Tanasha Mills","Dominican (NY) Chargers",72.3
"Allison Owens","Texas A&M-Texarkana Eagles",72.3
"Amber Abusbeih","Staten Island Dolphins",72.3
"Ella Van Weelden","Northern Colorado Bears",72.2
"Anja Bukvic","Idaho Vandals",72.2
"Nekhu Mitchell","George Mason Patriots",72.2
"Ornella Niankan","Wichita State Shockers",72.2
"Zaire Harrell","Kansas City Roos",72.2
"Devin Hagemann","East Carolina Pirates",72.2
"Kaitlyn Bryant","Alabama State Lady Hornets",72.2
"Gabby Wilke","South Dakota Coyotes",72.2
"Ever Walker","Cumberland (TN) Bulldogs",72.2
"Ella Sellars","Cedarville Yellow Jackets",72.2
"Arin Freeman","UIC Flames",72.1
"Toni Papahronis","Navy Midshipmen",72.1
"Jayden Burns","Post University Eagles",72.1
"Valentina Ojeda","VCU Rams",72.1
"Olivia Hutcherson","Princeton Tigers",72.1
"Destiny Whitaker","Incarnate Word Cardinals",72.1
"Dianis Hurtado","Life University Running Eagles",72.1
"Kennedy Perkins","Whittier Poets",72.1
"Tomi Hinkle","Tiffin Dragons",72.1
"Addisyn Freeman","Findlay Oilers",72.1
"Averi Kroenke","Missouri Tigers",72
"Madelyn Bischoff","Ball State Cardinals",72
"Taylor Smith","Alabama State Lady Hornets",72
"Gabrielle Joyner","Oakland City Mighty Oaks",72
"Rhyan Mogel","Portland Pilots",72
"Jorey Buwalda","Milwaukee Panthers",72
"Lisa Thomas","Kansas City Roos",72
"Cassidy Arni","UW-Parkside Rangers",72
