"pos","exp","hgt","mpg","ppg","rpg","apg","spg","bpg","two_pct","three_pct","ft_pct","tov","ast_to","efg","ts","usg","ortg","drtg","rim_pct","mid_pct","obpm","dbpm","bpm","ftr","pfr","Rating"
"Pure PG","Jr","6-3",4.1,1.1,0.1,0.3,0.3,0,0.25,0.286,0.75,0.6,0.5,36.4,42.64,22.9,66.8,110.711,0,0.3333,-7.03205,-1.09361,-8.12566,36.4,4.9,41
"Combo G","So","6-2",26.1429,8.4286,2.6786,2.1786,0.8571,0.0357,0.465,0.354,0.82,1.49999994836133,1.45240005,49.4,54.55,19.4,105.1,108.411,0.6087,0.3455,-2.2252,-0.344553,-2.56975,33.9,3.5,66
"Wing G","So","6-5",17.625,8.1667,2.4167,1.4167,0.7917,0.1667,0.391,0.31,0.711,1.79169999624511,0.79070157,42,44.96,27.5,84.9,108.071,0.5319,0.2857,-3.33642,-1.75864,-5.09506,21,3.6,59
"Scoring PG","Jr","6-0",26.5152,7.7879,2.303,3.3939,0.7879,0.0606,0.506,0.269,0.674,1.06060006719915,3.19998094,48.3,50.11,17.7,109.7,111.461,0.5922,0.3896,-0.465182,-0.376307,-0.841489,18.5,2.5,70
"Wing F","Fr","6-8",29.2609,13.4348,5.5652,0.9565,0.7826,0.3478,0.465,0.398,0.864,1.60870003817488,0.59457946,53.8,58.42,21.1,110.4,107.614,0.4933,0.375,2.07515,-1.06494,1.01022,29.7,2.6,72
"Combo G","Sr","6-4",33.6207,12.7241,2.8966,3.3103,0.7241,0.1034,0.569,0.426,0.909,1.31029994674846,2.52636811,60,64.64,18.3,126.4,107.599,0.6301,0.5,2.56453,-0.229764,2.33476,31.4,2.1,81
"Wing G","Jr","6-3",15.2593,4.9259,3.1481,1.8148,0.7037,0.037,0.467,0.418,1,0.70369999704142,2.5789399,55.5,57.54,17.5,116.1,107.129,0.5238,0.4167,2.05414,-0.624086,1.43006,9,4.1,62
"PF/C","Jr","6-8",32.5161,14.7419,8.7742,2.129,1.3226,1,0.509,0.294,0.677,1.8387001065617,1.15788322,49.6,53.44,24.4,110.5,101.719,0.565,0.4043,2.70694,0.7439,3.45084,45.7,3.7,80
"Combo G","Jr","6-4",22.8387,6.0323,1.6452,1.2581,0.5161,0.129,0.455,0.298,0.759,0.612900002200516,2.05270027,45,47.61,14.9,95.9,106.267,0.5714,0.434,-1.35693,0.870492,-0.486437,17.1,1.9,74
"Wing F","Jr","6-5",27.129,6.871,4,1.0323,0.4194,0.6774,0.45,0.262,0.633,1.16129995081772,0.88891763,43,45.56,15.2,93.8,108.14,0.4651,0.4186,-2.9423,-0.577209,-3.51951,25.3,3.3,66
"Wing G","Sr","6-6",31.1818,13.5455,6.6364,1.2273,1.6818,0.8182,0.528,0.293,0.663,2.40909995550634,0.50944337,50.5,53.52,24,97,100.727,0.5918,0.4262,-0.474805,0.797392,0.322587,39.6,4.1,72
"C","Jr","6-8",10,3.8889,2.4444,0.3333,0.2222,0.2222,0.5,0,0.714,0.222200010369334,1.49999993,45.5,52.36,16.6,119,114.939,0.6667,0.25,0.0187458,-2.94927,-2.93053,63.6,6,57
"C","Jr","6-9",22.2273,11.9545,6.2273,1.0909,0.5,0.7727,0.537,0,0.708,1.50000007562563,0.72726663,53.4,58.1,27.1,111.2,112.029,0.6119,0.2927,2.8455,-1.33546,1.51004,60.2,5,74
"C","So","6-10",11.3226,2.5806,2.3226,0.4194,0.3226,1.0323,0.475,0,0.524,0.709699981017133,0.59095394,47.5,49.41,15.7,92.9,97.772,0.6429,0.1053,-3.65078,4.54503,0.894253,68.9,7.2,66
"PF/C","Jr","7-0",27.5357,9.6071,7.8214,1.5714,0.6786,1.2857,0.599,0.281,0.842,1.5714,1,57,60.84,18.9,117.5,98.5303,0.7805,0.4125,2.33599,2.61197,4.94796,29.4,4.7,85
"Wing G","Jr","6-5",19.7826,4.2609,2.4783,1.4348,0.6522,0.3478,0.391,0.357,0.824,0.739099963852201,1.94128003,43.3,46.63,13.7,100.7,110.669,0.4231,0.3721,-1.26856,0.317713,-0.950844,17.5,3.7,72
"Stretch 4","Sr","6-6",21,7.1765,5.9412,0.5294,0.8235,0.5,0.536,0.311,0.771,0.5294,1,49.5,51.91,16.3,115.5,100.785,0.6727,0.2759,2.42599,1.0953,3.52129,17.2,2.9,72
"Wing G","Sr","6-4",17.6389,7.2222,2.3889,1.0278,0.3333,0.3056,0.54,0.333,0.66,0.666700029777063,1.54162285,52.4,55.91,20.4,113.1,108.325,0.5686,0.2727,1.83245,0.0423782,1.87483,54.1,4.2,72
"Wing G","So","6-5",21,3.5152,4.8182,1.4848,0.5152,0.1212,0.242,0.404,0.667,1.03030003602719,1.4411336,46.5,50.16,11.5,103.1,105.965,0.2222,0.2667,-1.94886,0.0214529,-1.92741,38.8,3.7,64
"Wing G","Jr","6-5",30.6774,14.5161,3,1.8065,0.6452,0.2581,0.439,0.341,0.787,1.70970003258509,1.0566181,47,49.42,24.8,97.4,111.228,0.4909,0.422,-1.05292,-1.94161,-2.99453,15.3,4.1,68
"Wing G","So","6-5",8.6667,2.1111,1.6667,0.5556,0.1111,0.1111,0.182,0.25,1,0.1111000055542,5.00089984,31.4,34.32,16.1,84.9,110.768,0.2857,0,-3.25222,-3.22474,-6.47696,8.6,3.4,36
"Scoring PG","Jr","6-2",33,12.8276,5.1379,4.6897,1.6552,0.1034,0.49,0.273,0.736,2.86209981150311,1.63855222,47.6,51.22,26,99.5,101.094,0.559,0.38,-0.290666,1.41586,1.1252,28.8,2.1,74
"Wing G","Jr","6-4",8.8519,2.3333,1,0.2963,0.1481,0.1111,0.478,0.233,1,0.333299999583797,0.8889889,40.6,42.81,13.9,92.6,106.93,0.6429,0.2222,-4.13498,-0.0630166,-4.19799,7.5,6.5,54
"Wing G","Jr","6-2",20.125,5.7812,3.0625,1.875,0.5938,0.0625,0.507,0.308,0.868,1.84379995468677,1.0169216,48.6,55.16,18.9,96.3,103.159,0.537,0.4211,-3.35747,-0.33964,-3.69711,38.4,5.2,62
"Wing G","Jr","6-4",34.1143,13.8,4.7143,2.4,1,0.1714,0.502,0.351,0.804,2.05709996954721,1.16669099,51,56.3,21.3,107.2,103.714,0.5867,0.3711,1.01544,1.01561,2.03106,39.6,2.9,82
"Scoring PG","Sr","5-8",32.9429,13.9429,3.1714,3.8571,0.8857,0.0571,0.506,0.386,0.787,1.77139996838108,2.17743032,54.7,56.69,22.3,114.3,104.419,0.6429,0.4789,3.34831,0.00334555,3.35166,15.6,1.9,83
"Wing G","Jr","6-4",9.3462,2.1923,1.6538,0.3077,0.5,0.1538,0.323,0.4,0.652,0.3077,1,39,45.26,13.2,101.9,103.213,0.28,0.5,-3.63303,1.21196,-2.42107,56.1,7.8,54
"Combo G","Jr","6-4",19.4516,5.6774,2.2258,1.3871,0.6452,0.0968,0.435,0.245,0.87,0.806500026236979,1.71990075,41.5,47.35,18.1,96.6,115.848,0.4717,0.4032,-2.71776,-1.30206,-4.01982,28,2.6,55
"Wing G","Jr","6-5",31.2069,13.069,4.7931,2.1034,0.7931,0.3103,0.47,0.385,0.864,1.86210001201592,1.12958487,52.6,55.73,20.8,107.3,106.935,0.6324,0.3373,1.65488,0.365578,2.02046,18.9,2.7,80
"Wing G","Jr","6-7",26,13,2.3333,0.6667,0.6667,0,0.714,0,0.833,0.6667,1,62.5,66.31,17.5,120.6,110.764,0.7143,0.7143,1.35291,-0.533424,0.819483,37.5,2.8,62
"Wing G","So","6-5",7.6875,1.0625,1.125,0.3125,0.1875,0.125,0.462,0.167,0.222,0.187499999625,1.66666667,39.5,36.52,10.7,79.5,106.572,0.6667,0.2857,-5.47869,0.725643,-4.75304,47.4,4.2,58
"Wing G","So","6-4",12.6316,2.3684,1.2632,0.4737,0.3684,0,0.364,0.2,0.333,0.315800018948001,1.49999991,32.7,32.93,14.2,71.7,114.484,0.3,0.4167,-6.63218,-2.94961,-9.58179,23.1,2.2,40
"Stretch 4","Jr","6-7",22.2,5.4571,3.6571,1.2571,0.5143,0.8,0.625,0.338,0.698,0.942900012410487,1.33322726,56.4,59.17,14.6,114.5,107.719,0.717,0.1818,-0.696362,0.144363,-0.551998,40.2,4.6,65
"Stretch 4","Jr","6-10",15.5,5.25,3.4375,0.2188,0.3125,0.2188,0.671,0.333,0.703,0.687500011783021,0.31825454,61.7,63.36,15.1,116.3,105.529,0.7581,0.3529,0.647709,0.665502,1.31321,32.2,5.5,67
"C","So","7-0",9.3571,3.7143,2.5,0.1071,0.25,0.5357,0.5,0,0.6,1.25,0.08568,50,52.28,26.2,82.2,104.714,0.5111,0.4783,-5.22691,0.0365667,-5.19034,44.1,4.9,54
"Wing G","Sr","6-3",11.25,2.625,2.0833,0.4583,0.3333,0.0833,0.533,0.35,0.615,0.541700015160036,0.84604022,53,54.29,14.9,103.1,111.238,0.5,0.6,-2.61843,-1.0534,-3.67183,26,3.9,42
"Wing G","Sr","6-5",27.7692,7.3462,5.0385,2.5,0.8077,0.5769,0.477,0.204,0.781,1.34619998974734,1.8570792,42.3,48.82,17.8,96.1,108.855,0.5,0.4603,-2.68466,0.641627,-2.04304,41,2.3,66
"Wing F","Sr","6-8",26.1304,16.0435,4,1.087,0.5652,0.087,0.483,0.367,0.747,2.34779997858685,0.46298663,51.4,54.66,33.7,94.3,113.032,0.5556,0.3462,2.63676,-2.56838,0.0683766,28.3,2.4,66
"PF/C","Jr","6-9",19.4286,5.6,3.6286,0.4286,0.4286,1.0286,0.529,0.19,0.676,1.20000002239851,0.35716666,45.8,48.39,16.8,92.3,103.26,0.6935,0.275,-3.55968,-0.927337,-4.48702,23.6,3.9,61
"PF/C","Jr","6-8",27.4444,10.1389,9.4722,2.2222,0.5833,0.5,0.588,0.469,0.731,1.22220008367962,1.81819657,61.1,63.55,18.9,128,100.133,0.7049,0.3889,5.53942,2.60441,8.14383,38.3,3.8,88
"Combo G","Sr","6-4",27,11.027,2.9459,2,1.4054,0.0811,0.444,0.351,0.809,0.810800015118177,2.46669951,49.2,52.13,19.7,110.7,92.8239,0.5918,0.3725,2.57344,3.6662,6.23965,18.9,2.5,85
"Wing G","Jr","6-5",23.4483,6.6207,2.8621,1.0345,0.7241,0.1724,0.5,0.237,0.649,1.72410000146661,0.6000232,46.4,48.65,18.3,86.8,120.362,0.5714,0.4462,-3.79728,-3.38934,-7.18663,24.3,2.8,55
"PF/C","Jr","6-7",9.6538,1.6154,2.6154,0.4615,0.4615,0.2308,0.565,0,0.25,0.230800008591862,1.99956665,56.5,49.02,10.4,107.9,101.898,0.6316,0.25,-2.64797,0.894083,-1.75389,69.6,5.6,56
"PF/C","So","6-7",12.3846,3.8077,2.6923,0.6154,0.2308,0.3462,0.717,0,0.65,0.846199966072249,0.72725127,69.4,69.23,15.4,114.7,114.668,0.7455,0.4,-0.787179,-1.83336,-2.62054,32.3,3.7,44
"Wing G","Jr","6-4",27.3415,11.1707,3.561,1.3659,1.1463,0.439,0.465,0.362,0.755,1.51219994624544,0.90325357,50.4,55.19,20.9,105.3,103.944,0.581,0.2769,1.87277,1.48855,3.36132,41.2,2.6,81
"Wing G","Jr","6-4",20.1111,6.6296,1.5556,0.5926,0.3704,0.1852,0.45,0.358,0.808,0.963000015129143,0.61536863,51.3,53.92,17.8,97.4,103.178,0.7059,0.2609,-1.86172,-0.946088,-2.80781,17.4,3,61
"Wing G","So","6-5",5,0.7273,1,0.4545,0.1818,0,0.333,0,0.25,0.1817999970912,2.50000004,20,21.74,10.8,60.8,113.025,0.5,0,-6.2731,-1.73708,-8.01018,80,3.2,55
"Combo G","Jr","6-3",31.5429,13.6571,3.6571,2.0571,0.8286,0.0571,0.448,0.37,0.712,1.14289995805144,1.79989507,50.8,52.68,21.7,107.4,108.261,0.5616,0.3704,2.68069,-0.179134,2.50156,17.4,1.6,81
"PF/C","So","6-7",5.7778,2,0.7407,0.2593,0.1111,0.037,0.333,0.25,1,0.185200010762028,1.40010791,37,42.17,13.2,91.6,105.303,1,0,-5.11309,-1.19405,-6.30715,17.4,5.8,56
"Wing F","So","6-5",12.5833,3.25,1.7917,0.1667,0.375,0.5,0.45,0.333,0.615,0.624999976567187,0.26672001,45.7,47.92,14.2,88.5,110.435,0.5333,0.2,-5.42866,-0.739274,-6.16794,28.3,4.9,44
"Combo G","Jr","6-2",35.3429,13.9714,2.2571,2.6857,0.9714,0.3429,0.524,0.414,0.877,1.34290007002911,1.99992543,57.2,59.61,17.1,119.9,105.511,0.6456,0.4352,3.17187,0.915532,4.0874,15.3,1.6,84
"Wing G","Jr","6-5",35.4412,18.0294,4.0882,2.5,1.0882,0.5588,0.542,0.405,0.783,1.88240003926837,1.32809177,56.8,59.56,23.9,115.7,104.107,0.6346,0.4854,5.16361,1.08988,6.25349,25,2.1,86
"Pure PG","Jr","6-0",3.8667,0.3333,0.3333,0.5333,0.2,0.0667,0.2,0,0,0.20000000975061,2.66649987,14.3,10.15,15.6,43.1,107.978,0,0.3333,-10.2772,-3.44237,-13.7196,85.7,4.4,48
"Wing G","Jr","6-4",27.5667,9.7667,3.8667,1.4333,0.5667,0.1667,0.399,0.336,0.685,1.33329998145399,1.07500189,44.9,47.22,21.8,91.9,105.512,0.4845,0.2174,-2.2118,-1.93395,-4.14575,19.7,2.8,62
"Scoring PG","Jr","6-2",24,4.1429,3.1143,4.1429,1.0286,0,0.553,0.337,0.706,1.00000000241377,4.14289999,52,53.38,11.9,125.2,106.649,0.6296,0.3636,0.715384,1.15964,1.87502,13.7,1.6,74
"Wing G","So","6-4",5.4091,0.6364,0.7727,0.1364,0.3182,0.0909,0.267,0.286,0,0.181799994548666,0.75027505,31.8,29.88,11.6,71.1,105.276,0.4,0,-6.93173,0.516716,-6.41501,13.6,5,41
"PF/C","Jr","6-10",11.7188,4.8125,2.625,0.6562,0.4062,0.9375,0.491,0.333,0.889,0.843800015435805,0.77767242,49.2,53.38,24.2,99.6,98.0137,0.7273,0.2712,-2.03601,2.00085,-0.0351562,22,6.4,46
"Stretch 4","So","6-10",25.7308,8.5769,5.8846,0.4615,0.6538,1.2308,0.585,0.353,0.695,1.50000003250271,0.30766666,56.2,58.68,17,106.2,107.443,0.7586,0.3056,0.742687,0.919451,1.66214,36.4,3.6,80
"Wing G","Jr","6-5",25.6129,4.3548,2.7742,2.0968,0.8387,0.2581,0.518,0.25,0.561,1.19349999457267,1.75684961,49.5,51.07,11.3,98.4,104.379,0.5429,0.3846,-2.03002,0.845091,-1.18492,41.4,1.4,66
"Combo G","Jr","6-1",12.3333,4.5926,1,0.7778,0.4074,0,0.5,0.472,0.875,0.518499955762848,1.50009656,59.6,63.76,16.9,123.1,110.601,0.6087,0.3684,1.8554,-0.984515,0.870885,30.8,3.1,52
"Scoring PG","Sr","5-10",31.8125,17.875,2.8125,3.6562,1.0938,0,0.473,0.286,0.879,1.96879998582283,1.85707031,46,51.25,30.2,108.7,109.85,0.5263,0.4515,3.50683,-1.42281,2.08402,26.7,2.2,75
"Combo G","Sr","6-4",29.6774,10.3548,3.5161,2.6774,0.6774,0.2258,0.435,0.314,0.907,2.03229990546625,1.31742367,45.6,54.8,18.2,100.2,115.935,0.4386,0.4286,-1.74525,-2.56805,-4.3133,47.8,3,65
"PF/C","Jr","6-9",16.4483,6.1724,3.7241,0.5172,0.1034,0.2759,0.432,0.118,0.771,1.00000001933488,0.51719999,39.8,48.37,20.7,95.7,111.585,0.5172,0.3396,-3.16159,-2.51542,-5.67701,54.7,4.5,53
"Stretch 4","Jr","6-7",27.2,9.32,4.56,1.16,0.68,0.72,0.553,0.277,0.754,2.00000006896552,0.57999998,48.4,52.31,19,97.4,104.865,0.6531,0.4444,-2.41223,-0.200268,-2.6125,30.3,3.6,65
"Stretch 4","Jr","6-7",32.0312,16.4062,5.0625,1.6875,0.4688,0.6875,0.488,0.376,0.815,1.5625,1.08,53.1,56.45,21.3,109.4,109.307,0.5584,0.4253,2.11907,-2.24206,-0.122992,23.9,2.8,68
"Scoring PG","Jr","5-9",15.2903,1.9677,0.6452,1.5806,0.9677,0.0323,0.346,0.222,0.647,0.870999976965836,1.8146958,34,38.48,11,80.9,102.381,0.6,0.2857,-5.58548,1.84895,-3.73653,32.1,3.4,49
"Wing G","Jr","6-4",28.4286,11.9714,4,1.4,1.0286,0.3714,0.525,0.351,0.806,1.00000001428571,1.39999998,52.7,55.57,20.7,107.2,97.8619,0.5593,0.4915,1.40714,1.28246,2.6896,20.9,1.9,78
"C","Jr","6-9",3.875,0.6875,0.625,0.0625,0.125,0.0625,0.294,0,0.5,0.3749999925,0.16666667,29.4,30.64,20.3,58,117.046,0.0909,0.6667,-12.9093,-3.57356,-16.4828,11.8,10.3,34
"Wing G","Sr","6-4",8.0714,0.8214,0.8571,0.2143,0.1071,0,0.227,0,0.722,0.535700005796959,0.40003733,20.8,35.33,11.8,63.2,122.09,0.2857,0.125,-9.35025,-3.82073,-13.171,75,4.8,32
"Scoring PG","Jr","6-2",8.2414,0.7586,0.3793,0.2414,0.2414,0.069,0.273,0.192,0.5,0.517199984693966,0.46674402,28.4,28.99,11.4,52.1,121.004,0,0.4286,-9.47758,-2.90065,-12.3782,5.4,4.2,32
"Wing G","Jr","6-4",20.1935,5.0323,1.871,1.0323,0.3548,0.3871,0.592,0.324,0.66,1.0967999768974,0.94119258,55.9,58.32,15.5,102.9,117.647,0.6613,0.2857,-2.76639,-2.38617,-5.15255,45.5,4.7,60
"Combo G","Jr","6-5",36.8065,13.5806,3.9677,2.6774,1.1613,0.3871,0.417,0.357,0.815,1.87099996800139,1.43099949,49.2,51.99,22.1,100.7,114.643,0.5529,0.2037,0.228541,-2.37903,-2.15049,17.4,2.3,72
"Scoring PG","Jr","6-4",33.7143,9.1429,2.6071,3.0357,1.3214,0.1786,0.577,0.388,0.564,1.14289995904919,2.65613799,57.9,58.04,15.4,115.2,115.631,0.6567,0.4324,-0.315299,-1.13459,-1.44989,19.3,3.1,71
"Wing G","Jr","6-7",12.4231,1.6923,1.4615,0.8462,0.3846,0.2308,0.481,0.154,0.6,1.23080003937047,0.68752029,40,44.44,16,73.2,115.045,0.5455,0.2,-6.26197,-1.59613,-7.85811,50,3.7,46
"Stretch 4","Jr","6-7",29.9677,13.8065,4.3548,1.4516,0.4516,0.8065,0.594,0.396,0.71,1.0000000275558,1.45159996,59.4,59.99,21.7,115.1,114.93,0.7381,0.4225,3.70414,-2.37789,1.32625,9.1,3.2,76
"Wing G","Jr","6-4",20.4231,5.7692,4.3846,1.3077,0.6923,0.0385,0.507,0.25,0.66,0.884599960925264,1.47829534,46.8,51.37,15.9,106.5,104.546,0.5,0.5238,-1.79132,-0.754718,-2.54604,52.6,4.1,60
"Combo G","Jr","6-1",18.45,6.95,1.7,2,0.6,0.1,0.326,0.396,0.875,1.25,1.6,47,48.64,19.8,95.2,109.532,0.3793,0.2353,-1.92243,-2.73029,-4.65271,8.1,2.3,59
"Wing G","Jr","6-5",9.4348,2.3478,1.1739,0.5652,0.3913,0.0435,0.65,0.25,0.714,0.73910002044948,0.76471382,50,53.31,15.7,92,104.934,0.7143,0.5,-3.84649,-0.384012,-4.23051,31.8,3.3,52
"Wing G","Jr","6-6",14.0769,4.3077,2,0.6154,0.7692,0.2308,0.464,0.1,0.571,0.923099967691501,0.66666669,33.3,36.6,20.2,77.9,103.559,0.5,0.375,-6.0493,-0.107295,-6.15659,29.2,5.3,59
"Stretch 4","So","6-3",7.2308,0.9615,1.0769,0.2692,0.2692,0.1538,0.4,0.154,0.833,0.307700009864231,0.8748781,27.8,32.18,12.9,70.8,109.28,0.6667,0.2857,-4.93974,-1.12002,-6.05975,16.7,3,38
"Wing F","Fr","6-10",22.0312,7.375,4.0312,0.8125,0.5312,0.3438,0.667,0.396,0.635,0.968800013182834,0.83866638,64,64.44,16.8,117.1,110.582,0.7344,0.5172,0.663072,-0.0660615,0.597011,35.6,3.1,65
"Pure PG","So","6-7",3.7273,1,1.0909,0.3636,0.0909,0,0.5,0,0,0.1818,2,50,50,10.7,136.8,119.954,1,0,1.07572,0.136912,1.21264,0,3.3,50
"Wing G","So","6-3",12.5517,5.4483,1.5862,0.931,0.4138,0.1034,0.553,0.274,0.615,0.482800011058246,1.92833467,46.5,47.56,20.7,96,113.343,0.5294,0.5714,-1.09722,-1.79896,-2.89618,13,1.5,50
"Combo G","So","5-10",30.6364,9.9697,3.7576,2.9697,0.7879,0.2121,0.418,0.308,0.797,2.0908998815713,1.42029756,43.6,47.44,21.2,91.8,111.924,0.4495,0.3733,-1.76548,-1.92701,-3.69249,22,2.1,66
"Scoring PG","So","6-0",13.0968,2.0645,0.8065,1,0.3226,0.0968,0.293,0.31,0.591,0.548399983820007,1.82348656,36.4,39.78,12.7,82.9,114.028,0.2778,0.3043,-5.82102,-1.45599,-7.27701,31.4,4.8,41
"Wing G","So","6-4",15.5417,8.3333,2.5,0.9167,0.3333,0.125,0.439,0.352,0.86,1.16669999701293,0.78572041,50,55.55,26.9,102.3,113.21,0.4615,0,0.476271,-2.90891,-2.43263,33.3,4.3,59
"Wing G","Jr","6-4",30.4688,15.4375,6.7188,1.6875,1,0.9375,0.676,0.365,0.915,2.21880006188184,0.76054622,62.3,66.15,21.5,116.4,107.438,0.72,0.5789,3.53971,-0.455957,3.08376,26.6,2.6,81
"PF/C","So","6-8",27.4412,8.1176,6.9118,0.7647,1.2647,2.2647,0.618,0.2,0.532,0.823499982182807,0.92859747,56.5,56.42,17,111.6,88.4688,0.6794,0.4286,1.14849,5.2444,6.39289,37,3,86
"C","Fr","7-1",7.5417,1.0833,1.4583,0.0417,0.0417,0.5,0.5,0,0.4,0.375,0.1112,50,48.35,10.5,85.6,106.996,0.6429,0,-6.71151,0.0161202,-6.69539,55.6,5.7,47
"Wing G","So","6-6",28.1818,10.6364,4.1212,1.6364,0.7576,0.303,0.649,0.316,0.662,1.00000001222195,1.63639998,56.7,58.18,19.1,112.6,103.512,0.6818,0.4762,1.40992,0.130358,1.54028,26.5,1.7,74
"Wing G","So","6-4",33.9211,16.5526,5.7895,2.5,1.0789,0.2632,0.607,0.4,0.866,1.7104999965961,1.46156095,60.2,64.21,20.8,120.7,102.497,0.6134,0.5806,4.57901,0.879815,5.45883,31,3.3,84
"C","So","6-9",27.7143,13.1143,6.6286,1.6571,0.3143,1.5714,0.62,0,0.598,1.42859998899432,1.15994681,62,62.16,22.5,119.6,104.705,0.6768,0.4944,3.16637,0.27408,3.44045,37.3,2.1,82
"PF/C","So","6-9",26.8286,10.7429,7.4286,0.8,0.8286,1.5429,0.66,0.324,0.612,0.971400004636007,0.82355363,59.2,59.96,18.8,120.5,98.1111,0.7029,0.4167,2.8502,1.29933,4.14952,36.7,3.9,82
"Combo G","So","6-2",27.3548,10.4194,3.6452,1.871,1.3548,0.3548,0.561,0.368,0.744,1.3225999668735,1.41463787,55.7,59.01,17.9,109.5,109.014,0.6813,0.2188,0.975767,-0.0538809,0.921886,35.8,2.8,76
"Wing G","So","6-2",13.5,3.25,2,1.25,0.25,0,0.714,0.25,0,1,1.25,59.1,56.64,15.3,96.9,105.643,0.75,0.6667,-4.88719,-0.435232,-5.32242,9.1,3.7,59
"Scoring PG","So","5-10",33.4839,16.9677,2.9032,3.8387,0.7097,0.0968,0.421,0.23,0.845,2.35479994779162,1.63015971,40.7,49.87,29.6,102.3,107.089,0.4611,0.3701,0.271663,-2.08855,-1.81689,49.2,3.2,66
"C","Fr","6-8",12.3636,2.4545,3.2727,0.6364,0.3636,0.5455,0.462,0,0.375,0.6364,1,44.4,43.83,15.4,92.1,106.128,0.6471,0.4,-3.64465,0.363836,-3.28082,29.6,4.4,38
"Scoring PG","So","6-2",30.4062,9.5,2.5312,3.1875,0.8438,0.1562,0.445,0.366,0.778,2.21880006874626,1.4365873,50.2,53.03,19.2,99,104.208,0.5185,0.2895,-1.35432,0.908089,-0.446232,20.7,3.4,80
"Combo G","Fr","6-4",10.1333,2.6333,1.3333,0.6333,0.5333,0.1,0.319,0.318,0.727,0.533299977313067,1.18751177,37,44.29,17.7,90.5,104.729,0.4583,0.1739,-3.22361,1.55716,-1.66645,47.8,3.2,54
"Combo G","Fr","6-3",24.5385,7.4615,2.0769,0.7692,0.5385,0.0769,0.345,0.364,0.868,1.03849991360685,0.74068374,50.4,55.18,13.3,105.3,120.402,0.4375,0.2857,-1.98596,-3.21154,-5.1975,27.9,2.7,55
"Wing F","So","6-8",26.25,11.375,4.6875,1,0.8125,0.5312,0.52,0.4,0.651,2.12499997875,0.47058824,52.5,57.21,24.5,103.5,108.613,0.5714,0.3542,-0.276939,-0.466152,-0.743091,87.1,4.2,69
"C","So","6-8",6.5,0.5,0.9583,0.1667,0.1667,0.125,0.313,0,0.4,0.333299983340999,0.50015004,31.3,32.65,9.9,72.8,111.065,0.3333,0.2857,-8.36079,-0.48438,-8.84517,31.3,7.3,40
"Wing G","So","6-4",6.1818,2.0909,1.0909,0.0909,0.2727,0.1364,0.333,0.375,0.75,0.227300011685071,0.39991199,46.4,55.84,12.9,124.9,100.314,0.5,0,-0.134391,1.6195,1.48511,85.7,5.4,49
"Scoring PG","So","5-8",11.8571,3,0.7857,1.3929,0.6786,0.0357,0.38,0.179,0.87,0.82139999074753,1.69576335,34,41.05,18.8,85,107.687,0.3636,0.3929,-4.87611,0.150713,-4.72539,29.5,2.6,53
"Stretch 4","Sr","6-10",26.6667,14.0476,5.9524,0.6667,0.7619,1.1429,0.681,0.396,0.774,1.04760002565025,0.63640701,65.7,67.83,19.4,132.7,104.841,0.7708,0.4857,4.84351,0.791955,5.63547,33,4.7,84
"Scoring PG","So","5-9",24.5405,5.2432,1.7568,2.3514,0.8378,0.0541,0.39,0.379,0.808,1.00000004252786,2.3513999,48.8,51.26,13.1,105.2,105.607,0.3214,0.4286,-1.65101,1.34048,-0.310534,15.1,2.7,72
"Wing F","So","6-8",19.5312,6.8125,3.75,0.7188,0.7188,0.4375,0.451,0.417,0.703,1.34379994206405,0.53490105,46.5,51.53,20.3,92.9,100.8,0.5714,0.3288,-4.03937,-0.250347,-4.28972,47.4,4.4,59
"Scoring PG","Sr","6-1",31.0938,12.6562,2.8438,4.125,1.125,0.125,0.513,0.309,0.792,2,2.0625,49,53.83,22,109.7,105.887,0.5412,0.4789,0.441873,-0.267035,0.174838,34.6,2.4,75
"PF/C","Sr","6-11",11.9655,3.4138,2.8966,0.2069,0.2069,0.4828,0.441,0.222,0.526,0.79309999173934,0.26087505,42.9,45.24,18.4,87.4,105.649,0.6053,0.2333,-4.46533,-1.26425,-5.72958,49.4,5.3,43
"C","Jr","6-8",8.84,1.84,2.08,0.64,0.04,0.32,0.407,0,0.6,0.64,1,40.7,42.55,13.9,87,106.1,0.625,0.3158,-3.94049,0.173273,-3.76722,18.5,4.2,50
"Combo G","Jr","6-5",27.4118,12.6176,3.2647,2.2353,0.4706,0.2647,0.473,0.364,0.8,1.26470001599079,1.76745471,51.1,53.97,21.5,115.2,115.108,0.4828,0.4625,2.84826,-2.38139,0.466869,19.8,2.3,69
"Combo G","So","5-11",11.9375,4.125,1.0312,1.125,0.375,0,0.463,0.381,0.636,0.9375,1.2,50.5,51.21,20.7,96.5,103.568,0.5862,0.3684,-1.64342,0.0506014,-1.59282,10.1,3,60
"Stretch 4","Fr","6-5",5.0667,1.7333,0.8667,0.3333,0.0667,0.0667,0.833,0.2,0.714,0.0666999977208333,4.99700167,50,54.33,16.1,127.3,104.84,1,0.5,1.2182,-0.0328454,1.18535,43.8,3.4,52
"Combo G","So","6-4",29.375,9.2188,2.1875,0.9375,1.25,0.1562,0.41,0.383,0.794,1.09379994290539,0.85710372,53.3,55.22,15.4,104.7,105.062,0.4815,0.3529,-1.27072,0.694116,-0.576608,14.1,2.5,69
