Player,School,Rating,School_key,Conf,conf_tier,penalty_conf,Rating_add,conf_mult,gap,Rating_conf
Carson Towt,Northern Arizona,86.7,northern arizona,Big Sky,low,-2,84.7,0.7,0,90
Erik Reynolds II,Saint Joseph's,86.7,saint joseph s,A10,mid,-0.4,86.3,0.9,0,90
Noah Reynolds,TCU,86.7,tcu,B12,tier1,0.8,87.5,1,0,90
Rashad King,Northeastern,86.7,northeastern,CAA,low,-2,84.7,0.7,0,90
Braden Huff,Gonzaga,86.7,gonzaga,WCC,mid,-0.4,86.3,0.9,0,90
Devin Haid,Central Connecticut,86.7,central connecticut,NEC,low,-2,84.7,0.7,0,90
Patrick McCaffery,Butler,86.6,butler,Big East,tier1,0.8,87.39999999999999,1,0,90
Matthew Nicholson,Northwestern,86.6,northwestern,Big Ten,tier1,0.8,87.39999999999999,1,0,90
Javonte Brown,Rhode Island,86.6,rhode island,A10,mid,-0.4,86.19999999999999,0.9,0,90
CJ Huntley,Appalachian St.,86.6,appalachian st,Sun Belt,mid,-0.4,86.19999999999999,0.9,0,90
Kasean Pryor,Louisville,86.6,louisville,ACC,tier1,0.8,87.39999999999999,1,0,90
Jeremy Roach,Baylor,86.6,baylor,B12,tier1,0.8,87.39999999999999,1,0,90
A.J. Hoggard,Vanderbilt,86.6,vanderbilt,SEC,tier1,0.8,87.39999999999999,1,0,90
Themus Fulks,Milwaukee,86.6,milwaukee,Horizon,low,-2,84.6,0.7,0,90
Robert McCray,Jacksonville,86.6,jacksonville,ASUN,low,-2,84.6,0.7,0,90
Malik Dia,Mississippi,86.6,mississippi,SEC,tier1,0.8,87.39999999999999,1,0,90
N.J. Benson,DePaul,86.6,depaul,Big East,tier1,0.8,87.39999999999999,1,0,90
Rueben Chinyelu,Florida,86.6,florida,SEC,tier1,0.8,87.39999999999999,1,0,90
Dedan Thomas Jr.,UNLV,86.6,unlv,Mountain West,tier1,0.8,87.39999999999999,1,0,90
Boogie Fland,Arkansas,86.6,arkansas,SEC,tier1,0.8,87.39999999999999,1,0,90
Tyon Grant-Foster,Grand Canyon,86.5,grand canyon,WAC,mid,-0.4,86.1,0.9,0,90
Nicholas Jourdain,Memphis,86.5,memphis,AAC,mid,-0.4,86.1,0.9,0,90
Jordan Riley,East Carolina,86.5,east carolina,AAC,mid,-0.4,86.1,0.9,0,90
Basheer Jihad,Arizona St.,86.5,arizona st,B12,tier1,0.8,87.3,1,0,90
Bryce Johnson,UMBC,86.5,umbc,AEC,low,-2,84.5,0.7,0,90
Barrington Hargress,UC Riverside,86.5,uc riverside,Big West,low,-2,84.5,0.7,0,90
Devin Dinkins,Manhattan,86.5,manhattan,MAAC,low,-2,84.5,0.7,0,90
Rowan Brumbaugh,Tulane,86.5,tulane,AAC,mid,-0.4,86.1,0.9,0,90
Isaiah Hawthorne,Northern Colorado,86.4,northern colorado,Big Sky,low,-2,84.4,0.7,0,90
Viktor Lakhin,Clemson,86.4,clemson,ACC,tier1,0.8,87.2,1,0,90
Chuck Harris,SMU,86.4,smu,ACC,tier1,0.8,87.2,1,0,90
Ronald Polite III,UNC Greensboro,86.4,unc greensboro,SoCon,low,-2,84.4,0.7,0,90
Jacari Lane,North Alabama,86.4,north alabama,ASUN,low,-2,84.4,0.7,0,90
Dane Erikstrup,Washington St.,86.4,washington st,WCC,mid,-0.4,86,0.9,0,90
Chase Ross,Marquette,86.4,marquette,Big East,tier1,0.8,87.2,1,0,90
Jean Aranguren,Hofstra,86.4,hofstra,CAA,low,-2,84.4,0.7,0,90
Owen Aquino,Liberty,86.4,liberty,CUSA,mid,-0.4,86,0.9,0,90
Nick Anderson,Furman,86.4,furman,SoCon,low,-2,84.4,0.7,0,90
Nate Lliteras,North Florida,86.3,north florida,ASUN,low,-2,84.3,0.7,0,90
Aaron Scott,St. John's,86.3,st john s,Big East,tier1,0.8,87.1,1,0,90
Jaden Akins,Michigan St.,86.3,michigan st,Big Ten,tier1,0.8,87.1,1,0,90
Malik Moore,Montana,86.3,montana,Big Sky,low,-2,84.3,0.7,0,90
BJ Freeman,Arizona St.,86.3,arizona st,B12,tier1,0.8,87.1,1,0,90
Marcus Adams Jr.,Cal St. Northridge,86.3,cal st northridge,Big West,low,-2,84.3,0.7,0,90
Elijah Mahi,Santa Clara,86.3,santa clara,WCC,mid,-0.4,85.89999999999999,0.9,0,90
Will Riley,Illinois,86.3,illinois,Big Ten,tier1,0.8,87.1,1,0,90
Nico Galette,Youngstown St.,86.2,youngstown st,Horizon,low,-2,84.2,0.7,0,90
Chris Manon,Vanderbilt,86.2,vanderbilt,SEC,tier1,0.8,87,1,0,90
Nazir Williams,Cornell,86.2,cornell,Ivy League,low,-2,84.2,0.7,0,90
Saint Thomas,USC,86.2,usc,Big Ten,tier1,0.8,87,1,0,90
Jalen Reed,LSU,86.2,lsu,SEC,tier1,0.8,87,1,0,90
Landon Lewis,Brown,86.2,brown,Ivy League,low,-2,84.2,0.7,0,90
Tyrone Riley IV,San Francisco,86.2,san francisco,WCC,mid,-0.4,85.8,0.9,0,90
TJ Bamba,Oregon,86.1,oregon,Big Ten,tier1,0.8,86.89999999999999,1,0,90
Koby Brea,Kentucky,86.1,kentucky,SEC,tier1,0.8,86.89999999999999,1,0,90
Tre Coleman,Nevada,86.1,nevada,Mountain West,tier1,0.8,86.89999999999999,1,0,90
Carlos Stewart,Santa Clara,86.1,santa clara,WCC,mid,-0.4,85.69999999999999,0.9,0,90
Jackson Paveletzke,Ohio,86.1,ohio,MAC,low,-2,84.1,0.7,0,90
Jlynn Counter,Middle Tennessee,86.1,middle tennessee,CUSA,mid,-0.4,85.69999999999999,0.9,0,90
Jamar Brown,UMKC,86.1,umkc,Summit League,low,-2,84.1,0.7,0,90
Andrew Meadow,Boise St.,86.1,boise st,Mountain West,tier1,0.8,86.89999999999999,1,0,90
Jase Richardson,Michigan St.,86.1,michigan st,Big Ten,tier1,0.8,86.89999999999999,1,0,90
Gabe Madsen,Utah,86,utah,B12,tier1,0.8,86.8,1,0,90
Ethan Price,Washington St.,86,washington st,WCC,mid,-0.4,85.6,0.9,0,90
Tre Holloman,Michigan St.,86,michigan st,Big Ten,tier1,0.8,86.8,1,0,90
Cooper Bowser,Furman,86,furman,SoCon,low,-2,84,0.7,0,90
Myles Corey,South Alabama,86,south alabama,Sun Belt,mid,-0.4,85.6,0.9,0,90
Nolan Minessale,St. Thomas,86,st thomas,Summit League,low,-2,84,0.7,0,90
Darius Maddox,George Mason,85.9,george mason,A10,mid,-0.4,85.5,0.9,0,90
Daimion Collins,LSU,85.9,lsu,SEC,tier1,0.8,86.7,1,0,90
Jack Payne,Idaho,85.9,idaho,Big Sky,low,-2,83.9,0.7,0,90
Leon Bond III,Northern Iowa,85.9,northern iowa,MVC,mid,-0.4,85.5,0.9,0,90
George Kimble III,Eastern Kentucky,85.9,eastern kentucky,ASUN,low,-2,83.9,0.7,0,90
Labaron Philon,Alabama,85.9,alabama,SEC,tier1,0.8,86.7,1,0,90
Bensley Joseph,Providence,85.8,providence,Big East,tier1,0.8,86.6,1,0,90
Julian Hammond III,Colorado,85.8,colorado,B12,tier1,0.8,86.6,1,0,90
Ethan Taylor,Air Force,85.8,air force,Mountain West,tier1,0.8,86.6,1,0,90
Wesley Yates III,USC,85.8,usc,Big Ten,tier1,0.8,86.6,1,0,90
Owen Koonce,Cal Poly,85.8,cal poly,Big West,low,-2,83.8,0.7,0,90
Kaden Metheny,Liberty,85.7,liberty,CUSA,mid,-0.4,85.3,0.9,0,90
Sam Sherry,Elon,85.7,elon,CAA,low,-2,83.7,0.7,0,90
Corneilous Williams,North Alabama,85.7,north alabama,ASUN,low,-2,83.7,0.7,0,90
Ben Gold,Marquette,85.7,marquette,Big East,tier1,0.8,86.5,1,0,90
Nik Graves,Charlotte,85.7,charlotte,AAC,mid,-0.4,85.3,0.9,0,90
Taylor Bol Bowen,Florida St.,85.7,florida st,ACC,tier1,0.8,86.5,1,0,90
Andrej Stojakovic,California,85.7,california,ACC,tier1,0.8,86.5,1,0,90
Matthew Van Komen,Elon,85.6,elon,CAA,low,-2,83.6,0.7,0,90
Delonnie Hunt,Richmond,85.6,richmond,A10,mid,-0.4,85.19999999999999,0.9,0,90
Josh Uduje,San Jose St.,85.6,san jose st,Mountain West,tier1,0.8,86.39999999999999,1,0,90
Simas Lukosius,Cincinnati,85.6,cincinnati,B12,tier1,0.8,86.39999999999999,1,0,90
Eric Mulder,Purdue Fort Wayne,85.6,purdue fort wayne,Horizon,low,-2,83.6,0.7,0,90
Barry Evans,Bryant,85.6,bryant,AEC,low,-2,83.6,0.7,0,90
Jordan Pope,Texas,85.6,texas,SEC,tier1,0.8,86.39999999999999,1,0,90
Bryan Etumnu,Merrimack,85.6,merrimack,MAAC,low,-2,83.6,0.7,0,90
Tre White,Illinois,85.6,illinois,Big Ten,tier1,0.8,86.39999999999999,1,0,90
C.J. Walker,East Carolina,85.5,east carolina,AAC,mid,-0.4,85.1,0.9,0,90
Nate Martin,Marshall,85.5,marshall,Sun Belt,mid,-0.4,85.1,0.9,0,90
Mady Sissoko,California,85.5,california,ACC,tier1,0.8,86.3,1,0,90
Tony Perkins,Missouri,85.5,missouri,SEC,tier1,0.8,86.3,1,0,90
Mustapha Amzil,New Mexico,85.5,new mexico,Mountain West,tier1,0.8,86.3,1,0,90
Jalen Haynes,George Mason,85.5,george mason,A10,mid,-0.4,85.1,0.9,0,90
Marchelus Avery,Oklahoma St.,85.5,oklahoma st,B12,tier1,0.8,86.3,1,0,90
Rob Martin,Southeast Missouri St.,85.5,southeast missouri st,OVC,low,-2,83.5,0.7,0,90
Sonny Wilson,Toledo,85.5,toledo,MAC,low,-2,83.5,0.7,0,90
Samet Yigitoglu,SMU,85.5,smu,ACC,tier1,0.8,86.3,1,0,90
Donnie Freeman,Syracuse,85.5,syracuse,ACC,tier1,0.8,86.3,1,0,90
Javontae Campbell,Bowling Green,85.5,bowling green,MAC,low,-2,83.5,0.7,0,90
T.J. Weeks Jr.,Rider,85.4,rider,MAAC,low,-2,83.4,0.7,0,90
Denijay Harris,Southern Miss,85.4,southern miss,Sun Belt,mid,-0.4,85,0.9,0,90
Eduardo Andre,West Virginia,85.4,west virginia,B12,tier1,0.8,86.2,1,0,90
Adam Miller,Arizona St.,85.4,arizona st,B12,tier1,0.8,86.2,1,0,90
Johnell Davis,Arkansas,85.4,arkansas,SEC,tier1,0.8,86.2,1,0,90
Jamal West Jr.,Nicholls St.,85.4,nicholls st,Southland,low,-2,83.4,0.7,0,90
Dalton Banks,Illinois St.,85.4,illinois st,MVC,mid,-0.4,85,0.9,0,90
Honor Huff,Chattanooga,85.4,chattanooga,SoCon,low,-2,83.4,0.7,0,90
Khamari McGriff,UNC Wilmington,85.4,unc wilmington,CAA,low,-2,83.4,0.7,0,90
Montavious Myrick,Eastern Kentucky,85.4,eastern kentucky,ASUN,low,-2,83.4,0.7,0,90
Kenny Pohto,UC Santa Barbara,85.4,uc santa barbara,Big West,low,-2,83.4,0.7,0,90
Zavian McLean,Florida Gulf Coast,85.4,florida gulf coast,ASUN,low,-2,83.4,0.7,0,90
Dasonte Bowen,St. Bonaventure,85.4,st bonaventure,A10,mid,-0.4,85,0.9,0,90
Dallin Hall,BYU,85.4,byu,B12,tier1,0.8,86.2,1,0,90
Tuburu Naivalurua,Oakland,85.4,oakland,Horizon,low,-2,83.4,0.7,0,90
Corey Chest,LSU,85.4,lsu,SEC,tier1,0.8,86.2,1,0,90
Malik Mack,Georgetown,85.4,georgetown,Big East,tier1,0.8,86.2,1,0,90
Javan Buchanan,Boise St.,85.4,boise st,Mountain West,tier1,0.8,86.2,1,0,90
"Jeremiah ""Bear"" Cherry",UNLV,85.4,unlv,Mountain West,tier1,0.8,86.2,1,0,90
Julian Rishwain,UNLV,85.3,unlv,Mountain West,tier1,0.8,86.1,1,0,90
Dji Bailey,LSU,85.3,lsu,SEC,tier1,0.8,86.1,1,0,90
Kobe Knox,South Florida,85.3,south florida,AAC,mid,-0.4,84.89999999999999,0.9,0,90
Tre Carroll,Florida Atlantic,85.3,florida atlantic,AAC,mid,-0.4,84.89999999999999,0.9,0,90
Jalen Lake,Colorado St.,85.3,colorado st,Mountain West,tier1,0.8,86.1,1,0,90
Roddy Gayle Jr.,Michigan,85.3,michigan,Big Ten,tier1,0.8,86.1,1,0,90
Bryce Lindsay,James Madison,85.3,james madison,Sun Belt,mid,-0.4,84.89999999999999,0.9,0,90
Coen Carr,Michigan St.,85.3,michigan st,Big Ten,tier1,0.8,86.1,1,0,90
James Dent Jr.,Northern Illinois,85.3,northern illinois,MAC,low,-2,83.3,0.7,0,90
Andrew Holifield,Lamar,85.3,lamar,Southland,low,-2,83.3,0.7,0,90
Taryn Todd,Arkansas St.,85.2,arkansas st,Sun Belt,mid,-0.4,84.8,0.9,0,90
Modestas Kancleris,Illinois Chicago,85.2,illinois chicago,MVC,mid,-0.4,84.8,0.9,0,90
Sam Towns,Bowling Green,85.2,bowling green,MAC,low,-2,83.2,0.7,0,90
Jordan Sears,LSU,85.2,lsu,SEC,tier1,0.8,86,1,0,90
RJ Felton,East Carolina,85.2,east carolina,AAC,mid,-0.4,84.8,0.9,0,90
Raekwon Horton,UTSA,85.2,utsa,AAC,mid,-0.4,84.8,0.9,0,90
Isaiah Walker,Belmont,85.2,belmont,MVC,mid,-0.4,84.8,0.9,0,90
Tre Dinkins,Duquesne,85.2,duquesne,A10,mid,-0.4,84.8,0.9,0,90
Brendan Hausen,Kansas St.,85.2,kansas st,B12,tier1,0.8,86,1,0,90
Harlan Obioha,UNC Wilmington,85.2,unc wilmington,CAA,low,-2,83.2,0.7,0,90
Jordan Ross,Saint Mary's,85.2,saint mary s,WCC,mid,-0.4,84.8,0.9,0,90
Chase Forte,South Dakota,85.2,south dakota,Summit League,low,-2,83.2,0.7,0,90
Sean Smith,Western Illinois,85.2,western illinois,OVC,low,-2,83.2,0.7,0,90
Eian Elmer,Miami OH,85.2,miami oh,MAC,low,-2,83.2,0.7,0,90
Trevin Knell,BYU,85.1,byu,B12,tier1,0.8,85.89999999999999,1,0,90
Keeshawn Kellman,Florida Gulf Coast,85.1,florida gulf coast,ASUN,low,-2,83.1,0.7,0,90
Noel Brown,St. Bonaventure,85.1,st bonaventure,A10,mid,-0.4,84.69999999999999,0.9,0,90
Rollie Worster,Nebraska,85.1,nebraska,Big Ten,tier1,0.8,85.89999999999999,1,0,90
Jamarii Thomas,South Carolina,85.1,south carolina,SEC,tier1,0.8,85.89999999999999,1,0,90
Daniel Rivera,Massachusetts,85.1,massachusetts,A10,mid,-0.4,84.69999999999999,0.9,0,90
Amani Lyles,Akron,85.1,akron,MAC,low,-2,83.1,0.7,0,90
Dug McDaniel,Kansas St.,85.1,kansas st,B12,tier1,0.8,85.89999999999999,1,0,90
Cruz Davis,Hofstra,85.1,hofstra,CAA,low,-2,83.1,0.7,0,90
Duke Brennan,Grand Canyon,85.1,grand canyon,WAC,mid,-0.4,84.69999999999999,0.9,0,90
Terrance Arceneaux,Houston,85.1,houston,B12,tier1,0.8,85.89999999999999,1,0,90
Kyan Evans,Colorado St.,85.1,colorado st,Mountain West,tier1,0.8,85.89999999999999,1,0,90
Marcus Millender,UTSA,85.1,utsa,AAC,mid,-0.4,84.69999999999999,0.9,0,90
Jaxson Robinson,Kentucky,85,kentucky,SEC,tier1,0.8,85.8,1,0,90
Nick Pringle,South Carolina,85,south carolina,SEC,tier1,0.8,85.8,1,0,90
Gyasi Powell,Lipscomb,85,lipscomb,ASUN,low,-2,83,0.7,0,90
Kamari McGee,Wisconsin,85,wisconsin,Big Ten,tier1,0.8,85.8,1,0,90
Ndewedo Newbury,San Francisco,85,san francisco,WCC,mid,-0.4,84.6,0.9,0,90
Nate Santos,Dayton,85,dayton,A10,mid,-0.4,84.6,0.9,0,90
Claudell Harris Jr.,Mississippi St.,85,mississippi st,SEC,tier1,0.8,85.8,1,0,90
Jayden Pierre,Providence,85,providence,Big East,tier1,0.8,85.8,1,0,90
Christian Coleman,UAB,85,uab,AAC,mid,-0.4,84.6,0.9,0,90
Ben Humrichous,Illinois,85,illinois,Big Ten,tier1,0.8,85.8,1,0,90
Keanu Dawes,Utah,85,utah,B12,tier1,0.8,85.8,1,0,90
Andrew Cook,Eastern Washington,85,eastern washington,Big Sky,low,-2,83,0.7,0,90
Abou Ousmane,Oklahoma St.,84.9,oklahoma st,B12,tier1,0.8,85.7,1,0,90
Henry Coleman III,Texas A&M,84.9,texas a m,SEC,tier1,0.8,85.7,1,0,90
Quinton Mincey,UMass Lowell,84.9,umass lowell,AEC,low,-2,82.9,0.7,0,90
Matt Rogers,American,84.9,american,Patriot,low,-2,82.9,0.7,0,90
Chance Moore,St. Bonaventure,84.9,st bonaventure,A10,mid,-0.4,84.5,0.9,0,90
Kario Oquendo,SMU,84.9,smu,ACC,tier1,0.8,85.7,1,0,90
Cameron Hildreth,Wake Forest,84.9,wake forest,ACC,tier1,0.8,85.7,1,0,90
Tavari Johnson,Akron,84.9,akron,MAC,low,-2,82.9,0.7,0,90
Jakevion Buckley,Southeastern Louisiana,84.9,southeastern louisiana,Southland,low,-2,82.9,0.7,0,90
Oziyah Sellers,Stanford,84.9,stanford,ACC,tier1,0.8,85.7,1,0,90
Tyrese Proctor,Duke,84.9,duke,ACC,tier1,0.8,85.7,1,0,90
Samson Aletan,Yale,84.9,yale,Ivy League,low,-2,82.9,0.7,0,90
Michael Graham,Hofstra,84.8,hofstra,CAA,low,-2,82.8,0.7,0,90
Tevin Smith,Cleveland St.,84.8,cleveland st,Horizon,low,-2,82.8,0.7,0,90
Stevie Mitchell,Marquette,84.8,marquette,Big East,tier1,0.8,85.6,1,0,90
Barry Dunning Jr.,South Alabama,84.8,south alabama,Sun Belt,mid,-0.4,84.39999999999999,0.9,0,90
Ven-Allen Lubin,North Carolina,84.8,north carolina,ACC,tier1,0.8,85.6,1,0,90
Dan Skillings Jr.,Cincinnati,84.8,cincinnati,B12,tier1,0.8,85.6,1,0,90
Lajae Jones,St. Bonaventure,84.8,st bonaventure,A10,mid,-0.4,84.39999999999999,0.9,0,90
Kennard Davis Jr.,Southern Illinois,84.8,southern illinois,MVC,mid,-0.4,84.39999999999999,0.9,0,90
Brandon Garrison,Kentucky,84.8,kentucky,SEC,tier1,0.8,85.6,1,0,90
D'Maurian Williams,High Point,84.7,high point,Big South,low,-2,82.7,0.7,0,90
Chris Youngblood,Alabama,84.7,alabama,SEC,tier1,0.8,85.5,1,0,90
Atin Wright,North Texas,84.7,north texas,AAC,mid,-0.4,84.3,0.9,0,90
